,object,animal,datetime
3908,rfid,lychee,2025-04-05 08:55:57.207
3909,rfid,lychee,2025-04-05 08:55:57.327
3910,rfid,lychee,2025-04-05 08:55:57.442
3911,rfid,lychee,2025-04-05 08:55:57.560
3912,rfid,lychee,2025-04-05 08:55:57.774
3913,rfid,lychee,2025-04-05 08:55:57.894
3914,rfid,lychee,2025-04-05 08:55:58.210
3915,rfid,lychee,2025-04-05 08:55:58.826
3916,rfid,lychee,2025-04-05 08:56:00.344
3917,rfid,lychee,2025-04-05 08:56:01.063
3918,rfid,lychee,2025-04-05 08:56:01.383
3919,rfid,lychee,2025-04-05 08:56:01.704
3920,rfid,lychee,2025-04-05 08:56:02.324
3921,rfid,lychee,2025-04-05 08:56:02.640
3922,rfid,lychee,2025-04-05 08:56:02.860
3923,rfid,lychee,2025-04-05 08:56:02.976
3924,rfid,lychee,2025-04-05 08:56:03.295
3925,rfid,lychee,2025-04-05 08:56:03.815
3926,rfid,lychee,2025-04-05 08:56:03.937
3927,rfid,lychee,2025-04-05 08:56:04.162
3928,outerIR,-,2025-04-05 09:05:58.564
3929,rfid,lychee,2025-04-05 09:05:59.267
3930,rfid,lychee,2025-04-05 09:05:59.389
3931,rfid,lychee,2025-04-05 09:05:59.507
3932,innerIR,-,2025-04-05 09:05:59.588
3933,rfid,lychee,2025-04-05 09:05:59.626
3934,rfid,lychee,2025-04-05 09:05:59.947
3935,rfid,lychee,2025-04-05 09:06:05.077
3936,outerIR,-,2025-04-05 09:06:09.728
3937,innerIR,-,2025-04-05 09:06:10.248
3938,innerIR,-,2025-04-05 09:06:18.380
3939,rfid,lychee,2025-04-05 09:06:18.626
3940,outerIR,-,2025-04-05 09:06:18.707
3941,rfid,lychee,2025-04-05 09:06:18.750
3942,rfid,lychee,2025-04-05 09:06:18.868
3943,innerIR,-,2025-04-05 09:06:19.830
3944,outerIR,-,2025-04-05 09:15:04.877
3945,rfid,lychee,2025-04-05 09:15:05.481
3946,innerIR,-,2025-04-05 09:15:05.807
3947,rfid,lychee,2025-04-05 09:15:05.903
3948,rfid,lychee,2025-04-05 09:15:06.024
3949,rfid,lychee,2025-04-05 09:15:06.140
3950,rfid,lychee,2025-04-05 09:15:06.262
3951,rfid,lychee,2025-04-05 09:15:06.385
3952,rfid,lychee,2025-04-05 09:15:06.604
3953,rfid,lychee,2025-04-05 09:15:10.328
3954,rfid,lychee,2025-04-05 09:15:10.454
3955,rfid,lychee,2025-04-05 09:15:10.773
3956,rfid,lychee,2025-04-05 09:15:11.097
3957,rfid,lychee,2025-04-05 09:15:11.318
3958,rfid,lychee,2025-04-05 09:15:11.539
3959,rfid,lychee,2025-04-05 09:15:11.755
3960,rfid,lychee,2025-04-05 09:15:11.975
3961,rfid,lychee,2025-04-05 09:15:12.192
3962,rfid,lychee,2025-04-05 09:15:12.309
3963,rfid,lychee,2025-04-05 09:15:12.432
3964,rfid,lychee,2025-04-05 09:15:12.547
3965,outerIR,-,2025-04-05 09:16:09.547
3966,rfid,lychee,2025-04-05 09:16:10.051
3967,rfid,lychee,2025-04-05 09:16:10.173
3968,innerIR,-,2025-04-05 09:16:10.274
3969,rfid,lychee,2025-04-05 09:16:10.295
3970,rfid,lychee,2025-04-05 09:16:10.416
3971,rfid,lychee,2025-04-05 09:16:10.535
3972,outerIR,-,2025-04-05 09:16:11.898
3973,outerIR,-,2025-04-05 09:16:12.214
3974,innerIR,-,2025-04-05 09:16:12.535
3975,innerIR,-,2025-04-05 09:16:15.658
3976,innerIR,-,2025-04-05 09:16:18.989
3977,innerIR,-,2025-04-05 09:16:27.126
3978,rfid,lychee,2025-04-05 09:16:28.281
3979,outerIR,-,2025-04-05 09:16:28.349
3980,rfid,lychee,2025-04-05 09:16:28.397
3981,outerIR,-,2025-04-05 09:16:43.895
3982,outerIR,-,2025-04-05 09:16:44.220
3983,outerIR,-,2025-04-05 09:18:11.611
3984,outerIR,-,2025-04-05 09:18:12.336
3985,outerIR,-,2025-04-05 09:23:05.033
3986,rfid,lychee,2025-04-05 09:23:05.637
3987,innerIR,-,2025-04-05 09:23:05.658
3988,rfid,lychee,2025-04-05 09:23:05.859
3989,rfid,lychee,2025-04-05 09:23:05.978
3990,rfid,lychee,2025-04-05 09:23:06.197
3991,rfid,lychee,2025-04-05 09:23:11.122
3992,rfid,lychee,2025-04-05 09:23:11.247
3993,rfid,lychee,2025-04-05 09:23:11.569
3994,innerIR,-,2025-04-05 09:23:12.388
3995,rfid,lychee,2025-04-05 09:23:12.492
3996,outerIR,-,2025-04-05 09:23:13.106
3997,innerIR,-,2025-04-05 09:23:13.625
3998,outerIR,-,2025-04-05 09:27:02.497
3999,innerIR,-,2025-04-05 09:27:02.920
4000,outerIR,-,2025-04-05 09:27:03.738
4001,outerIR,-,2025-04-05 09:27:09.663
4002,innerIR,-,2025-04-05 09:27:10.086
4003,rfid,wolverine,2025-04-05 09:27:10.311
4004,rfid,wolverine,2025-04-05 09:27:10.433
4005,rfid,wolverine,2025-04-05 09:27:10.553
4006,rfid,wolverine,2025-04-05 09:27:10.674
4007,outerIR,-,2025-04-05 09:27:11.204
4008,outerIR,-,2025-04-05 09:27:12.120
4009,innerIR,-,2025-04-05 09:27:12.234
4010,innerIR,-,2025-04-05 09:32:38.392
4011,outerIR,-,2025-04-05 09:32:38.616
4012,rfid,wolverine,2025-04-05 09:32:38.678
4013,innerIR,-,2025-04-05 09:32:39.137
4014,innerIR,-,2025-04-05 09:32:52.178
4015,outerIR,-,2025-04-05 09:32:52.703
4016,innerIR,-,2025-04-05 09:38:03.537
4017,outerIR,-,2025-04-05 09:38:03.760
4018,rfid,lychee,2025-04-05 09:38:03.826
4019,innerIR,-,2025-04-05 09:38:05.180
4020,outerIR,-,2025-04-05 09:49:31.330
4021,rfid,lemon,2025-04-05 09:49:32.594
4022,innerIR,-,2025-04-05 09:49:32.652
4023,rfid,lemon,2025-04-05 09:49:32.713
4024,rfid,lemon,2025-04-05 09:49:32.832
4025,rfid,lemon,2025-04-05 09:49:32.956
4026,rfid,lemon,2025-04-05 09:49:33.177
4027,rfid,lemon,2025-04-05 09:49:33.296
4028,rfid,lemon,2025-04-05 09:49:33.418
4029,rfid,lemon,2025-04-05 09:49:33.537
4030,rfid,lemon,2025-04-05 09:49:33.661
4031,rfid,lemon,2025-04-05 09:49:33.777
4032,rfid,lemon,2025-04-05 09:49:33.893
4033,rfid,lemon,2025-04-05 09:49:34.008
4034,rfid,lemon,2025-04-05 09:49:34.126
4035,rfid,lemon,2025-04-05 09:49:34.245
4036,rfid,lemon,2025-04-05 09:49:34.361
4037,rfid,lemon,2025-04-05 09:49:34.480
4038,rfid,lemon,2025-04-05 09:49:34.595
4039,rfid,lemon,2025-04-05 09:49:34.710
4040,rfid,lemon,2025-04-05 09:49:34.825
4041,rfid,lemon,2025-04-05 09:49:34.941
4042,rfid,lemon,2025-04-05 09:49:35.056
4043,rfid,lemon,2025-04-05 09:49:35.171
4044,rfid,lemon,2025-04-05 09:49:35.387
4045,rfid,lemon,2025-04-05 09:49:35.508
4046,rfid,lemon,2025-04-05 09:49:35.624
4047,rfid,lemon,2025-04-05 09:49:35.745
4048,rfid,lemon,2025-04-05 09:49:35.863
4049,rfid,lemon,2025-04-05 09:49:36.178
4050,rfid,lemon,2025-04-05 09:49:36.294
4051,rfid,lemon,2025-04-05 09:49:36.623
4052,rfid,lemon,2025-04-05 09:49:36.741
4053,rfid,lemon,2025-04-05 09:49:37.257
4054,rfid,lemon,2025-04-05 09:49:37.974
4055,rfid,lemon,2025-04-05 09:49:38.090
4056,rfid,lemon,2025-04-05 09:49:38.209
4057,rfid,lemon,2025-04-05 09:49:38.328
4058,rfid,lemon,2025-04-05 09:49:38.444
4059,rfid,lemon,2025-04-05 09:49:38.562
4060,rfid,lemon,2025-04-05 09:49:38.686
4061,rfid,lemon,2025-04-05 09:49:38.805
4062,rfid,lemon,2025-04-05 09:49:38.925
4063,rfid,lemon,2025-04-05 09:49:39.045
4064,rfid,lemon,2025-04-05 09:49:39.160
4065,rfid,lemon,2025-04-05 09:49:39.276
4066,rfid,lemon,2025-04-05 09:49:39.496
4067,rfid,lemon,2025-04-05 09:49:39.712
4068,rfid,lemon,2025-04-05 09:49:39.929
4069,outerIR,-,2025-04-05 09:53:15.019
4070,outerIR,-,2025-04-05 09:53:15.758
4071,innerIR,-,2025-04-05 09:53:15.881
4072,outerIR,-,2025-04-05 09:53:16.800
4073,outerIR,-,2025-04-05 09:53:20.420
4074,innerIR,-,2025-04-05 09:53:22.146
4075,innerIR,-,2025-04-05 09:53:22.461
4076,outerIR,-,2025-04-05 09:53:23.883
4077,outerIR,-,2025-04-05 09:53:34.520
4078,outerIR,-,2025-04-05 09:53:35.344
4079,outerIR,-,2025-04-05 09:53:35.661
4080,rfid,lemon,2025-04-05 09:53:37.058
4081,innerIR,-,2025-04-05 09:53:37.077
4082,rfid,lemon,2025-04-05 09:53:37.178
4083,rfid,lemon,2025-04-05 09:53:37.296
4084,rfid,lemon,2025-04-05 09:53:37.615
4085,rfid,lemon,2025-04-05 09:53:37.736
4086,rfid,lemon,2025-04-05 09:53:37.855
4087,rfid,lemon,2025-04-05 09:53:37.974
4088,innerIR,-,2025-04-05 09:53:38.396
4089,innerIR,-,2025-04-05 09:53:39.412
4090,innerIR,-,2025-04-05 09:53:41.933
4091,outerIR,-,2025-04-05 09:53:42.151
4092,outerIR,-,2025-04-05 09:53:43.572
4093,outerIR,-,2025-04-05 09:53:56.711
4094,innerIR,-,2025-04-05 09:53:57.640
4095,outerIR,-,2025-04-05 09:53:59.764
4096,outerIR,-,2025-04-05 09:54:09.800
4097,outerIR,-,2025-04-05 09:54:10.123
4098,innerIR,-,2025-04-05 09:54:10.445
4099,innerIR,-,2025-04-05 09:54:13.269
4100,outerIR,-,2025-04-05 09:54:13.386
4101,outerIR,-,2025-04-05 09:54:15.408
4102,innerIR,-,2025-04-05 09:54:16.324
4103,innerIR,-,2025-04-05 09:54:18.448
4104,outerIR,-,2025-04-05 09:54:18.866
4105,outerIR,-,2025-04-05 09:54:25.094
4106,outerIR,-,2025-04-05 09:54:25.416
4107,outerIR,-,2025-04-05 09:54:26.935
4108,outerIR,-,2025-04-05 09:54:37.369
4109,outerIR,-,2025-04-05 09:54:37.696
4110,outerIR,-,2025-04-05 09:54:38.816
4111,outerIR,-,2025-04-05 09:54:39.733
4112,outerIR,-,2025-04-05 09:54:40.151
4113,outerIR,-,2025-04-05 09:54:48.081
4114,outerIR,-,2025-04-05 09:54:50.006
4115,outerIR,-,2025-04-05 09:54:51.223
4116,outerIR,-,2025-04-05 09:54:51.538
4117,innerIR,-,2025-04-05 09:54:52.457
4118,rfid,lemon,2025-04-05 09:54:52.609
4119,rfid,lemon,2025-04-05 09:54:52.726
4120,rfid,lemon,2025-04-05 09:54:52.850
4121,rfid,lemon,2025-04-05 09:54:52.971
4122,rfid,lemon,2025-04-05 09:54:53.190
4123,rfid,lemon,2025-04-05 09:54:53.310
4124,rfid,lemon,2025-04-05 09:54:53.429
4125,rfid,lemon,2025-04-05 09:54:53.851
4126,rfid,lemon,2025-04-05 09:54:53.972
4127,rfid,lemon,2025-04-05 09:54:54.188
4128,rfid,lemon,2025-04-05 09:54:54.504
4129,rfid,lemon,2025-04-05 09:54:54.619
4130,rfid,lemon,2025-04-05 09:54:54.840
4131,rfid,lemon,2025-04-05 09:54:54.958
4132,rfid,lemon,2025-04-05 09:54:55.274
4133,rfid,lemon,2025-04-05 09:54:55.792
4134,rfid,lemon,2025-04-05 09:54:55.914
4135,innerIR,-,2025-04-05 09:54:55.979
4136,rfid,lemon,2025-04-05 09:54:56.230
4137,innerIR,-,2025-04-05 09:54:57.601
4138,outerIR,-,2025-04-05 09:54:58.618
4139,innerIR,-,2025-04-05 09:54:59.638
4140,innerIR,-,2025-04-05 09:55:00.053
4141,innerIR,-,2025-04-05 09:55:00.971
4142,outerIR,-,2025-04-05 09:55:02.692
4143,outerIR,-,2025-04-05 09:55:12.825
4144,outerIR,-,2025-04-05 09:55:15.452
4145,innerIR,-,2025-04-05 09:55:17.276
4146,outerIR,-,2025-04-05 09:55:17.690
4147,outerIR,-,2025-04-05 09:55:24.020
4148,rfid,wolverine,2025-04-05 09:55:29.900
4149,innerIR,-,2025-04-05 09:55:30.066
4150,rfid,wolverine,2025-04-05 09:55:30.129
4151,rfid,wolverine,2025-04-05 09:55:30.449
4152,rfid,wolverine,2025-04-05 09:55:30.569
4153,rfid,wolverine,2025-04-05 09:55:30.690
4154,rfid,wolverine,2025-04-05 09:55:30.809
4155,rfid,wolverine,2025-04-05 09:55:30.928
4156,rfid,wolverine,2025-04-05 09:55:31.052
4157,rfid,wolverine,2025-04-05 09:55:31.169
4158,rfid,wolverine,2025-04-05 09:55:31.384
4159,rfid,wolverine,2025-04-05 09:55:31.706
4160,rfid,wolverine,2025-04-05 09:55:31.822
4161,rfid,wolverine,2025-04-05 09:55:31.937
4162,innerIR,-,2025-04-05 09:55:33.391
4163,rfid,wolverine,2025-04-05 09:55:33.456
4164,rfid,wolverine,2025-04-05 09:55:33.575
4165,rfid,wolverine,2025-04-05 09:55:33.794
4166,rfid,wolverine,2025-04-05 09:55:33.918
4167,rfid,wolverine,2025-04-05 09:55:34.037
4168,rfid,wolverine,2025-04-05 09:55:34.156
4169,rfid,wolverine,2025-04-05 09:55:34.276
4170,rfid,wolverine,2025-04-05 09:55:34.395
4171,rfid,wolverine,2025-04-05 09:55:34.520
4172,rfid,wolverine,2025-04-05 09:55:34.636
4173,rfid,wolverine,2025-04-05 09:55:34.751
4174,rfid,wolverine,2025-04-05 09:55:34.873
4175,rfid,wolverine,2025-04-05 09:55:34.989
4176,rfid,wolverine,2025-04-05 09:55:35.203
4177,rfid,wolverine,2025-04-05 09:55:35.517
4178,rfid,wolverine,2025-04-05 09:55:35.733
4179,innerIR,-,2025-04-05 09:55:36.012
4180,outerIR,-,2025-04-05 09:55:36.829
4181,outerIR,-,2025-04-05 09:55:43.757
4182,outerIR,-,2025-04-05 09:55:45.582
4183,outerIR,-,2025-04-05 09:55:45.997
4184,outerIR,-,2025-04-05 09:55:46.816
4185,innerIR,-,2025-04-05 09:55:47.132
4186,outerIR,-,2025-04-05 09:55:48.648
4187,rfid,wolverine,2025-04-05 09:55:49.474
4188,innerIR,-,2025-04-05 09:55:49.564
4189,rfid,wolverine,2025-04-05 09:55:49.694
4190,rfid,wolverine,2025-04-05 09:55:49.809
4191,rfid,wolverine,2025-04-05 09:55:50.030
4192,rfid,wolverine,2025-04-05 09:55:50.150
4193,rfid,wolverine,2025-04-05 09:55:50.269
4194,rfid,wolverine,2025-04-05 09:55:50.392
4195,rfid,wolverine,2025-04-05 09:55:50.711
4196,rfid,wolverine,2025-04-05 09:55:51.027
4197,rfid,wolverine,2025-04-05 09:55:51.143
4198,innerIR,-,2025-04-05 09:55:51.692
4199,innerIR,-,2025-04-05 09:55:52.407
4200,innerIR,-,2025-04-05 09:55:57.632
4201,outerIR,-,2025-04-05 09:55:57.955
4202,outerIR,-,2025-04-05 09:56:22.923
4203,innerIR,-,2025-04-05 09:56:23.146
4204,outerIR,-,2025-04-05 09:56:23.969
4205,outerIR,-,2025-04-05 09:56:24.387
4206,innerIR,-,2025-04-05 09:56:24.701
4207,innerIR,-,2025-04-05 09:56:25.719
4208,innerIR,-,2025-04-05 09:56:27.336
4209,innerIR,-,2025-04-05 09:56:28.452
4210,innerIR,-,2025-04-05 09:56:29.068
4211,innerIR,-,2025-04-05 09:56:31.290
4212,innerIR,-,2025-04-05 09:56:46.438
4213,outerIR,-,2025-04-05 09:56:47.266
4214,outerIR,-,2025-04-05 09:56:50.493
4215,outerIR,-,2025-04-05 09:57:00.933
4216,innerIR,-,2025-04-05 09:57:02.462
4217,outerIR,-,2025-04-05 09:57:03.583
4218,outerIR,-,2025-04-05 09:57:20.832
4219,outerIR,-,2025-04-05 09:57:21.150
4220,outerIR,-,2025-04-05 09:57:22.070
4221,outerIR,-,2025-04-05 09:57:43.324
4222,outerIR,-,2025-04-05 09:57:43.752
4223,outerIR,-,2025-04-05 09:57:45.872
4224,innerIR,-,2025-04-05 09:58:28.074
4225,outerIR,-,2025-04-05 09:58:32.108
4226,rfid,wolverine,2025-04-05 09:58:32.195
4227,rfid,wolverine,2025-04-05 09:58:32.313
4228,innerIR,-,2025-04-05 09:58:32.637
4229,innerIR,-,2025-04-05 09:58:33.357
4230,outerIR,-,2025-04-05 09:58:34.074
4231,outerIR,-,2025-04-05 09:58:47.615
4232,innerIR,-,2025-04-05 09:58:47.938
4233,rfid,wolverine,2025-04-05 09:58:48.056
4234,rfid,wolverine,2025-04-05 09:58:48.175
4235,innerIR,-,2025-04-05 10:00:19.533
4236,outerIR,-,2025-04-05 10:00:19.660
4237,innerIR,-,2025-04-05 10:00:20.077
4238,innerIR,-,2025-04-05 10:00:21.497
4239,outerIR,-,2025-04-05 10:00:43.556
4240,innerIR,-,2025-04-05 10:00:43.680
4241,innerIR,-,2025-04-05 10:01:48.319
4242,outerIR,-,2025-04-05 10:01:48.545
4243,outerIR,-,2025-04-05 10:01:59.983
4244,innerIR,-,2025-04-05 10:02:00.510
4245,rfid,wolverine,2025-04-05 10:02:00.572
4246,rfid,wolverine,2025-04-05 10:02:00.690
4247,outerIR,-,2025-04-05 10:02:01.130
4248,outerIR,-,2025-04-05 10:02:04.851
4249,outerIR,-,2025-04-05 10:02:26.419
4250,outerIR,-,2025-04-05 10:02:27.543
4251,outerIR,-,2025-04-05 10:02:36.474
4252,innerIR,-,2025-04-05 10:02:46.816
4253,innerIR,-,2025-04-05 10:02:53.349
4254,outerIR,-,2025-04-05 10:02:55.474
4255,outerIR,-,2025-04-05 10:02:58.096
4256,outerIR,-,2025-04-05 10:03:01.826
4257,innerIR,-,2025-04-05 10:03:02.248
4258,rfid,lemon,2025-04-05 10:03:02.497
4259,rfid,lemon,2025-04-05 10:03:02.618
4260,rfid,lemon,2025-04-05 10:03:02.741
4261,rfid,lemon,2025-04-05 10:03:02.859
4262,rfid,lemon,2025-04-05 10:03:02.980
4263,rfid,lemon,2025-04-05 10:03:03.098
4264,rfid,lemon,2025-04-05 10:03:03.216
4265,rfid,lemon,2025-04-05 10:03:03.341
4266,rfid,lemon,2025-04-05 10:03:03.456
4267,rfid,lemon,2025-04-05 10:03:03.574
4268,rfid,lemon,2025-04-05 10:03:03.690
4269,rfid,lemon,2025-04-05 10:03:03.807
4270,rfid,lemon,2025-04-05 10:03:03.923
4271,rfid,lemon,2025-04-05 10:03:04.038
4272,rfid,lemon,2025-04-05 10:03:04.254
4273,rfid,lemon,2025-04-05 10:03:04.375
4274,rfid,lemon,2025-04-05 10:03:04.489
4275,rfid,lemon,2025-04-05 10:03:04.609
4276,rfid,lemon,2025-04-05 10:03:04.730
4277,rfid,lemon,2025-04-05 10:03:04.843
4278,rfid,lemon,2025-04-05 10:03:05.063
4279,rfid,lemon,2025-04-05 10:03:05.185
4280,rfid,lemon,2025-04-05 10:03:05.302
4281,rfid,lemon,2025-04-05 10:03:05.415
4282,rfid,lemon,2025-04-05 10:03:05.629
4283,rfid,lemon,2025-04-05 10:03:05.847
4284,rfid,lemon,2025-04-05 10:03:06.163
4285,rfid,lemon,2025-04-05 10:03:06.380
4286,rfid,lemon,2025-04-05 10:03:06.496
4287,rfid,lemon,2025-04-05 10:03:06.618
4288,rfid,lemon,2025-04-05 10:03:06.736
4289,rfid,lemon,2025-04-05 10:03:06.852
4290,rfid,lemon,2025-04-05 10:03:07.070
4291,rfid,lemon,2025-04-05 10:03:07.187
4292,rfid,lemon,2025-04-05 10:03:07.703
4293,rfid,lemon,2025-04-05 10:03:07.819
4294,rfid,lemon,2025-04-05 10:03:07.935
4295,rfid,lemon,2025-04-05 10:03:08.057
4296,rfid,lemon,2025-04-05 10:03:08.174
4297,rfid,lemon,2025-04-05 10:03:08.292
4298,rfid,lemon,2025-04-05 10:03:08.510
4299,rfid,lemon,2025-04-05 10:03:08.629
4300,rfid,lemon,2025-04-05 10:03:08.749
4301,rfid,lemon,2025-04-05 10:03:08.876
4302,rfid,lemon,2025-04-05 10:03:08.992
4303,rfid,lemon,2025-04-05 10:03:09.109
4304,rfid,lemon,2025-04-05 10:03:09.227
4305,rfid,lemon,2025-04-05 10:03:09.344
4306,rfid,lemon,2025-04-05 10:03:09.461
4307,rfid,lemon,2025-04-05 10:03:09.589
4308,rfid,lemon,2025-04-05 10:03:09.705
4309,rfid,lemon,2025-04-05 10:03:09.821
4310,rfid,lemon,2025-04-05 10:03:09.937
4311,rfid,lemon,2025-04-05 10:03:10.054
4312,rfid,lemon,2025-04-05 10:03:10.370
4313,rfid,lemon,2025-04-05 10:03:10.488
4314,innerIR,-,2025-04-05 10:03:12.894
4315,innerIR,-,2025-04-05 10:03:15.017
4316,innerIR,-,2025-04-05 10:03:17.539
4317,innerIR,-,2025-04-05 10:03:18.459
4318,innerIR,-,2025-04-05 10:03:19.078
4319,innerIR,-,2025-04-05 10:03:21.697
4320,innerIR,-,2025-04-05 10:03:22.116
4321,innerIR,-,2025-04-05 10:03:24.139
4322,innerIR,-,2025-04-05 10:03:24.354
4323,outerIR,-,2025-04-05 10:03:24.871
4324,rfid,wolverine,2025-04-05 10:03:25.036
4325,rfid,wolverine,2025-04-05 10:03:25.261
4326,innerIR,-,2025-04-05 10:03:25.389
4327,outerIR,-,2025-04-05 10:03:31.117
4328,innerIR,-,2025-04-05 10:03:31.736
4329,rfid,lemon,2025-04-05 10:03:31.887
4330,rfid,lemon,2025-04-05 10:03:32.014
4331,rfid,lemon,2025-04-05 10:03:32.133
4332,rfid,lemon,2025-04-05 10:03:32.354
4333,rfid,lemon,2025-04-05 10:03:32.471
4334,rfid,lemon,2025-04-05 10:03:32.690
4335,rfid,lemon,2025-04-05 10:03:32.909
4336,rfid,lemon,2025-04-05 10:03:33.028
4337,rfid,lemon,2025-04-05 10:03:33.150
4338,rfid,lemon,2025-04-05 10:03:33.269
4339,rfid,lemon,2025-04-05 10:03:33.387
4340,rfid,lemon,2025-04-05 10:03:33.509
4341,rfid,lemon,2025-04-05 10:03:33.732
4342,rfid,lemon,2025-04-05 10:03:33.895
4343,rfid,lemon,2025-04-05 10:03:34.015
4344,rfid,lemon,2025-04-05 10:03:34.130
4345,rfid,lemon,2025-04-05 10:03:34.546
4346,rfid,lemon,2025-04-05 10:03:34.661
4347,rfid,lemon,2025-04-05 10:03:34.786
4348,rfid,lemon,2025-04-05 10:03:34.907
4349,rfid,lemon,2025-04-05 10:03:35.123
4350,rfid,lemon,2025-04-05 10:03:35.341
4351,rfid,lemon,2025-04-05 10:03:35.457
4352,rfid,lemon,2025-04-05 10:03:35.776
4353,rfid,lemon,2025-04-05 10:03:35.892
4354,rfid,lemon,2025-04-05 10:03:36.014
4355,rfid,lemon,2025-04-05 10:03:36.130
4356,rfid,lemon,2025-04-05 10:03:36.251
4357,rfid,lemon,2025-04-05 10:03:36.370
4358,rfid,lemon,2025-04-05 10:03:36.486
4359,rfid,lemon,2025-04-05 10:03:36.670
4360,rfid,lemon,2025-04-05 10:03:36.789
4361,rfid,lemon,2025-04-05 10:03:36.908
4362,rfid,lemon,2025-04-05 10:03:37.025
4363,rfid,lemon,2025-04-05 10:03:37.147
4364,rfid,lemon,2025-04-05 10:03:37.262
4365,rfid,lemon,2025-04-05 10:03:37.378
4366,rfid,lemon,2025-04-05 10:03:37.502
4367,rfid,lemon,2025-04-05 10:03:37.617
4368,rfid,lemon,2025-04-05 10:03:37.730
4369,rfid,lemon,2025-04-05 10:03:37.854
4370,rfid,lemon,2025-04-05 10:03:37.968
4371,rfid,lemon,2025-04-05 10:03:38.082
4372,rfid,lemon,2025-04-05 10:03:38.196
4373,rfid,lemon,2025-04-05 10:03:38.313
4374,rfid,lemon,2025-04-05 10:03:38.628
4375,rfid,lemon,2025-04-05 10:03:38.747
4376,rfid,lemon,2025-04-05 10:03:38.862
4377,rfid,lemon,2025-04-05 10:03:38.987
4378,rfid,lemon,2025-04-05 10:03:39.105
4379,rfid,lemon,2025-04-05 10:03:39.230
4380,rfid,lemon,2025-04-05 10:03:39.345
4381,rfid,lemon,2025-04-05 10:03:39.461
4382,rfid,lemon,2025-04-05 10:03:39.681
4383,rfid,lemon,2025-04-05 10:03:40.003
4384,rfid,lemon,2025-04-05 10:03:40.125
4385,rfid,lemon,2025-04-05 10:03:40.442
4386,rfid,lemon,2025-04-05 10:03:40.561
4387,rfid,lemon,2025-04-05 10:03:40.678
4388,rfid,lemon,2025-04-05 10:03:40.996
4389,rfid,lemon,2025-04-05 10:03:41.112
4390,innerIR,-,2025-04-05 10:03:41.881
4391,innerIR,-,2025-04-05 10:03:52.919
4392,outerIR,-,2025-04-05 10:03:53.140
4393,rfid,lemon,2025-04-05 10:03:53.253
4394,rfid,lemon,2025-04-05 10:03:53.374
4395,innerIR,-,2025-04-05 10:03:53.962
4396,outerIR,-,2025-04-05 10:14:34.241
4397,rfid,lychee,2025-04-05 10:14:36.107
4398,innerIR,-,2025-04-05 10:14:36.591
4399,rfid,lychee,2025-04-05 10:14:36.724
4400,rfid,lychee,2025-04-05 10:14:36.843
4401,rfid,lychee,2025-04-05 10:14:37.062
4402,rfid,lychee,2025-04-05 10:14:38.784
4403,rfid,lychee,2025-04-05 10:14:38.903
4404,rfid,lychee,2025-04-05 10:14:39.022
4405,outerIR,-,2025-04-05 10:15:21.596
4406,rfid,lychee,2025-04-05 10:15:22.014
4407,innerIR,-,2025-04-05 10:15:22.120
4408,rfid,lychee,2025-04-05 10:15:22.334
4409,rfid,lychee,2025-04-05 10:15:22.453
4410,rfid,lychee,2025-04-05 10:15:25.184
4411,rfid,lychee,2025-04-05 10:15:26.005
4412,rfid,lychee,2025-04-05 10:15:26.224
4413,rfid,lychee,2025-04-05 10:15:26.342
4414,rfid,lychee,2025-04-05 10:15:26.478
4415,outerIR,-,2025-04-05 10:35:21.346
4416,outerIR,-,2025-04-05 10:35:22.572
4417,outerIR,-,2025-04-05 10:35:23.086
4418,outerIR,-,2025-04-05 10:35:26.510
4419,innerIR,-,2025-04-05 10:35:29.940
4420,outerIR,-,2025-04-05 10:35:30.866
4421,innerIR,-,2025-04-05 10:35:31.583
4422,rfid,lemon,2025-04-05 10:35:31.689
4423,rfid,lemon,2025-04-05 10:35:31.810
4424,rfid,lemon,2025-04-05 10:35:32.131
4425,rfid,lemon,2025-04-05 10:35:32.347
4426,rfid,lemon,2025-04-05 10:35:32.466
4427,rfid,lemon,2025-04-05 10:35:32.587
4428,rfid,lemon,2025-04-05 10:35:32.707
4429,rfid,lemon,2025-04-05 10:35:32.825
4430,rfid,lemon,2025-04-05 10:35:32.942
4431,rfid,lemon,2025-04-05 10:35:33.260
4432,rfid,lemon,2025-04-05 10:35:33.376
4433,rfid,lemon,2025-04-05 10:35:33.500
4434,rfid,lemon,2025-04-05 10:35:33.616
4435,rfid,lemon,2025-04-05 10:35:33.732
4436,rfid,lemon,2025-04-05 10:35:33.855
4437,rfid,lemon,2025-04-05 10:35:33.980
4438,rfid,lemon,2025-04-05 10:35:34.095
4439,rfid,lemon,2025-04-05 10:35:34.216
4440,rfid,lemon,2025-04-05 10:35:34.335
4441,rfid,lemon,2025-04-05 10:35:34.551
4442,innerIR,-,2025-04-05 10:35:35.006
4443,innerIR,-,2025-04-05 10:35:35.620
4444,outerIR,-,2025-04-05 10:35:35.836
4445,innerIR,-,2025-04-05 10:35:36.858
4446,outerIR,-,2025-04-05 10:35:37.272
4447,outerIR,-,2025-04-05 10:35:39.292
4448,outerIR,-,2025-04-05 10:35:39.909
4449,outerIR,-,2025-04-05 10:35:44.436
4450,outerIR,-,2025-04-05 10:36:32.548
